donation_id,campaign_id,donor_id,amount,created_at,encrypted_amount
150,1,aef9f51f-6292-4bae-87db-c1962c2a616a,916000,2024-06-11 14:38:10.334,340393926816237723766528972884156242739145346633709399065573656530324590995217573417624445102210000382143954605443237985593118755576241275726079718738156870228149215408406653066138134951570134194789391572760508675080328911263327948570435897969199824253952797547392214069017464038662990535427119403939130618590957822478238135736216133237934579229114400819122151962648201559877510448504385833491957662673741040473931120030300555654459291147068298247516742028529879855551687706284039900041344132336125064436156059923477531958764208392466792206312862494253168385498705544878671608991605254233706593249519652253022743508881279029531843493766248061462133185083238927299623286825929631688318778301163849543870026502644704754984430240379406308629975876971180995125278236036298431636918636398000669524036342689491016887564156000258893714898177061839357233441737485038165971180666921538819472651301399045019486855902372057064513326534449158146723890726593403660595611835799987039794628668193703511111193126856931170715089054448445973993419045763838876502681459323462721860614835078481976387941577656102224928396931122912813166952549738888993888777681768778818925111227487163687778243976813766209466981706379496858728824106667439435081111603657456094568422564006277836900962162334188589760073304291645978154050019573106877274650645662312075181427865597998157484570775491549903789510803179952480110607895491611178885507914175489136270085197828267234612578310266951278931677332469419978931775641867207064670844752930063399397288641168570565250009726921848238850623828136484061603044976536396444334714262996036647692776671769970385786500615117154942781553089620942534248688269210491449723843235774363826134960922895142064267348038355197270285764985832114967741911882850105532809841532246525132479833290705853153455499402610832323700049819549437716214195816920800969136078627548964199349478419108061998378280563534980287826566126649141736571653471375659011923332663763338825253974653185579298943328310971429187263779689867596801017967335310407975433497559459571851560456843055512350563102698431572932491256292453815930630998774601782524409223282666993448966399982313991927428431919994880629805077628782473520151111186837977972727529692564987099977652199925953187623440633898018591616889382997520647888006436745228479709623087411024875561281087221956166656411080804460946816807289266238967919633300011861868426609181741656402492036860435726525958677656321930724157180883316977311975
151,1,aef9f51f-6292-4bae-87db-c1962c2a616a,675000,2024-06-11 14:38:10.52,106980975273983053692914881630630925722566886133750917461172227233942539441558349687832631904402351496937120707897916445989830865578500891107975410435553761229753612260184228879709121016538960683946503025014284529860057419502464930303468880921113264914440605860389933021876594869876846805696676130051002802316913009342790512337918472165219877606945058933006870469823302135218556652720935120906325455878791287907112878532704373068977104435386663753153413621210279108812755035340523155107505716299603787217561404444898024619448649049752967550345665072086928672124800573328788964030660501327465650042635621122047458758626760008695148107448883000206907801864435709203601053298234814534976475696019069212707882963804188184689586428620097792271857937516204133946535467932564575183999198820824175706014845911137447575089185327062597938522303760617300415361884250667060875918508987272245549960912504648060530973496612483543198227460782709907761955006936450269911901720079755891689020923376413359549823035285113917625911993639598602751595768594552640207246650193866996203281582210336423428005388124381345394937205199710172329292025666569767193247478678810734854349895057356994282594392610357844333121080477320341708722222562475204304044947623306891108235659872719346483626728647707698335756278336280407556922435255484490294440597234759234698570868463342608828246094053782188852446170631770690882575054298955521182761130080410325087466181064788943691551497199291896854219770517516643251142222967052961959414328640083371693738728933737687046405591105196896890751338553825186855332808495499670175096299728101363410494047378593440320576872623498904037168092143195759511555503248904646611642860048650558972756163616501181448076416641970652393835732163306615827270208609915379761690651996146188208792267892180408932318546260177712238441676359932775940687203151767538837341616942939662606966621036229205541541070679061417217361536714627007821786302264372606409569966931339451461808964299573831831444274840067849096172169862697360381821782789866489718771267883748566962826937577966683743400717210537176518532068930270989381678232953185797586210044802032478347129021486952233245183291077485356757636738165987136897664755656050661046123296946407278930042275081299839634364514384075606537075599719202589692941225441252614760665855024599192819453656026351204094482683101114821735699400346525230637403633848019491276809209554960485029231575888263853207791762076581337189020502229656063427
152,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1180000,2024-06-11 14:38:10.702,31253378878794728825601898780109448781272040572543861156481144570075697868725708764619707182201748123382251270330946794704130103751765594882759477783673941953068695499411026638811601592868352328819928649107534408220479838875712570348634213858294785510196442479105581018977480522713380398056546005731689871570313702781334058813034328612377226910010635027529395978687434603867651475407363410708585273396992627796570807300735552954660456586178400289109080389982451620692712388557983338595608562612944823202819133704085712618732123441714883491154189107597709705677168156310405223182988345879274768838242656879276544042986615633213246225432980591273181993469804133347271889733318847430663727279861347751496408748482394668662390406524208938374718461069144471450992698378800872390543301637663348706934311734516576081735881841087000626048781345156662411385945744107683794483850626031193319204172194539269006053771040019384465302490064297574038910041475138183225374087399783695012891521416317069542454530308761855604007526442373264988755859941784395976884399416496510975257163267293225810957560673530652487270860656114945713289759072860504033462559852271059802996242092589079146381538476244402803768594463567239244467988628572487077185958171899203108240970915386730749891567962974765878327429994471112877330091495405578430062392944481554225577541359510483222956749564912951307208029981529724199975957394964159255419163939063971397387042999854008826945208726253768881295593664217994328990881403597616344833360690818731932491996124466581117368732995732497035817254781765892951779417335273570781251786638624809636732103537791580531316737097479946335532240502065202127608190924035232994537719352311086809111702251385199579260705785746311994653211506880116516742530465623709249658877063407158372051253323780690362574732502147414439367967950544846705477418354073725749434978453073294865141771380499399489890018065224396325130628696153549678874931755306446241915158738213320572283306462091061483756106061187552843105775300765514157628708556707394089449861909239246388107604476995485501526265878896522828862295372542176020520784185705646284145679513165079537307051539200249806606991033005275013491345716659139837966562259944175574767880961570461629816561344377612091564158334886909539588885105290635678849831736990931490463377224606009109321704099403619853640667147687672395001755497670417361668185491616464079284482341187199837079586817547742504183135506720239434173281265624250202
153,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1681000,2024-06-11 14:38:10.887,262516911993929033387573817267451127047018099765841382571385378228737907770982423492491141876738309792074727912483624518379395180089270108764608847790929597350336465997807693617149334524245031329678528455080575457324773944305636551961702126155121515729345131100805174241736619306543422187872759893694290921893847127548881341911060471967947571085164289410720830993917567315017091433898907677743134003649977942489926288540977641736575511267589114284966287016366227754231427187698395520003057147779499194689345162598962921678242072015309943335888050636670710093190837961140583616057662857115797605036744646376483234891493555277588142599137548543687749379495537429441893111807605564624758782102363760036541092802985358526315834744553543393351825384493258952153957725655520516431720947367493823424483493560793925172870818223579740097920275279585666409387170122774942265238009193307879143702316882014200639314703349940450790733313955343197576042995604633014654214684371927055108919727836197262602946717256133019445355182128203972730965267361394040757835671319296966043377839035370907598461355274310503334650267731295445322667663136313909814829235855089738105133584910501226511681604446569503096536075100426802196537417937729743712280053655140534710542039785621885989535595918670820192271421611063600096908794845861760095838225707169705312272056960840051510387286314286962320924389061782909579721675369308936905963555499171744000052407394136276892889460141130749614558567641152307087266806019064431266378811067836056946840624671017386267080593630335089962809624063537921027911918242856703433696163066164842190363548770136213654714545482235100122416484159059396839929130402475595891599193959784208144666139714552287897446240172127490534875987478686511289544264613647878311818330048277338337751629350121071127657092954708743263369475124596081990907591270335294546719831489918725162529916892663417736695542836042138224603599144940649634771134098023491529963032794008981470975633990950954108171497643251196573277648864679982706083266803831170622418788278746960076863789438050509796132403238230422744624128464672428161560971078931678740675810425823011368221035969766413934348306305486968542042823932254090101122240402448738023277247446321943115277207954162467196046348503301382215749520195088922900236716104934947647163384912820694402892860758860670376188803650402461544783897543058041588075956472559683118224625210140105519174176574223731965450991709970483267507617332166999761
154,1,aef9f51f-6292-4bae-87db-c1962c2a616a,475000,2024-06-11 14:38:11.071,166551796277805050578259267703193210403310143594745638801984054306867693300852707492370962475436668683147887583510990984645110691067581934678181832318382747790783746657609219671024036776931011610262620647615606420841234650343257954731342596564369998984429355152632638503361002258108268863206456564995450982835356472267565947937745450381846450171308809339453524144375858557695933446559439937146934693729251190057214180257933921192755561811193238569395958769045817099334645727291485842273101380600674431964980262027374034627240667085366514274731981184462271715687477173801121092761531182518319203713700552492484208312106206574699080520071474120640825950581649504870353223494579452918535708382543171680408284606679443760534428613874979369563332916715261639677483380188749281521133101453390330636154029740893068847929026663294965634796709277555060238791675668190778817251632689752644522434423045500216700672379570903031982054847093716796013695654136090093870357629758218543263065445163187772506458910450861039847231776023450324790941527758547325631700459979475076808431594841606323490108962619951523273507089179039743713385050280028926910886507406847895720672405241108220254169721847207093178673876371910608076533282547385684111698379783286169509160232542653903646210056983717506172962361903994995921585599636870109774784772352904715679272969993102635950945565557024458187667984600715136236448534310144993869370725057956222214727027710530827212077340880011167580270458168493486091859113636891522303297469708761669545352629931319433127970061004621533817552082544600044108741334124047389723217185850776810312820162217502589823770660805099152825288542538123355626516549594152005727802172492627458778489043761954525976460295308652659658188308087902872554480139874666202240215960184978768221276801528540984977970496541995615241567366162430364611653591493860957208708891508366201646685541918715679518924198506219578316470738612743638066864452111412611745719529928067613699320588935046927744121456388757780978969350811603028459948817128430692256861785788929994262720740800977839697592177437875273006361471017951554580820432794003040008829335530189686710697163882246800145460976843800071813249651909719220187092706779032190826129481474309637039547590922022911193292409999681970903339492179464339307914529666410217017923498418899289255247058627960381335152692536298235386403377878635188543977202319137754112591523854630023158668248216779941375641646939172001711402970300177981404
155,1,aef9f51f-6292-4bae-87db-c1962c2a616a,346000,2024-06-11 14:38:11.261,397695332136754468690016723188680337481024656706730407529199799826192937668865456848012006919095151490035291392406160221153700185789707427959652812029366260924616131357546038051905257881675108347158166634422127767727660009818300678988861696743324391903755724112383224860926982130417971938331968028498332325076642759217524044053468721369441553952626926596019905012156523370530085910357747977389389848973829988943418976394997002507426958951517907904937649529043271648936296559703572599079374846887881825595064724054646341772583859129438409281779467085865759730233541573725807328828119578562824109110879802715993620485703034103483464171234662939826973754066930485216675371716897360035100755303918710148872597831569750369620179540050730514392252907126126721974723360693674084250652742293577756480505584107685248924360215639438670706170195103288542568681944974954542820142213151273413943617155507163004985354866530662069261731080720833330341069482682244181819046336097135908013892300323307860415694369070141889375202460024671259654625258184433654694905580456720701941996067441392176931378136983093784186618042336735551555094713883450395804397860667237144956365174302761809386425735033771620768452157614894229334632641320783982022621513740194513290246023025861906503265715447884087945364156185173592721850912888213960994071111826665620785113382628677916323349408860962975460839138005514224301707013575383274011924670641451629332719073097661371722399909906182746026484510221585055226843545470300682049978530060937966456504567074098203802335411931864098069315753621683571557623170914071961599249774840209063035142880392099082199225290435577332401184992545185525441652113444057855302589299936115374734004310260559019392142697564032062928014503046122804797075486548058501740692607316589268722336560272162441489390837942419648090585099639956519719126371793810737694518414370684736695067279923017212750338203807110226913493961602702299643320771694164968853945437744798525113954331365693070079498572862252673948909973181703234564476999250759972448332082097155289301457861996450580139137997185924303041989789684749105604040775481186664256523678530288679563658434389796006794431180436355495338910693512704199174956117544453203391536785931806669061479011544755325147723954289655278610037659600343318119248798618987338517494467510166835389379787244332812446257869843577598507465740539074023615408138145531144234978766352946165924694017965242333606685966801702399578992063373379867245
156,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1787000,2024-06-11 14:38:11.453,24120476265581033394610539097276994855611265281954550117660268497052702386188002200855675946689657620560270758438078710859431108866491111468569474721755176414461314314635848478612727245678748291059699478041453110047884343063911463337021246493367968855841082288427238756413656293877399715740644967090811503954115762663497479276708102654550036759817252055542568358488998468527151184401392856373441951032040038111751952651851600324186702196722921726472176606289855170544653648590428262768620378409138942220037810214593239414239756284564503820862033521053149733194111002704873996288615229710231522125308269189255086597179580484706700590465205846109403000642608090062671048699400133213395613553116018374068054630868095660523748730756693255805371897027913617858057041996055217844562119103061601694253106811431838131836460944476653781000477302768362643739525050460749409710925214883126700564467689059422318367839066343863474820340906246779386868012200590907843887579855262578059103156657270979522234713664389896153723976838294484246846904494368413747538467293114910557264950488918611875339146527137247266462036380092134101172496325131461653232261867131386260543974802612804844455716433969721683527948812952365042968647369419179912741777815248248931248471724313654241821352767451808303643274948433283156492927905059818918697030810590876908468708591035909727696132702855334036267285132304303807824666706522968392429992780965395153067301675724733311873556229232767125803860491138158273545889706238198493985145222539803824499099951143345008623530973972762972824937725535550785805519326770295743842094900142061070714350799967603315056130628130629872834971661329431504029002399143602739957913378606794035307539001804083561842344309466323132317100637427035011243164193322597958721234004702146238953164974384243542336714744006563125470493670875839892592965141094195177314662803949197314049226810602481596252921352589559034617625618938327578938699547462481748824858582056974736801892025494726112557302654802054782537000618960999820523791547808268609142947527936536174598456722993976099253815502873256238716021529228642042577097919198109476405418166285089237289906586463254783997833139142471098736164864704634757111188229561201796546136607731298337996421635959738900137704812049160409434001068424389532053156836989862249968885487618760444346129746312299455981752714733233999594059070768317358228409301168534496825369041581646806014269991323544840744281130247995027093719931412512832
157,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1146000,2024-06-11 14:38:11.642,264809242579739589234188195795215063180153225785229730545096079619259010564052255283560514394594468246408566405725687396757579757752379245973756959571984705114643084788092821054346791743001443302657858531324853933035034945495775767906876798165732251229380354139731931346076286019627045180250876311209314858567283260533665155911441211029418902592678034365498858004958957928774680848486931500061734772445416108006313537439347208998202072990290059685729916467496719856412567964756895656883320180434555643014108938735392421530752633829142597772254475591556985056532203661981471594723285040675895487717057503133825866757383313097198041778816197150898408819399769895039701493205954941070925176760435358037561839922489522175896070657310099370482830833979449796014751070720418769146152743022201793587375307512848346664780233940828300188866812756929768530276768342423726001320849956181341789781379823521951026223958958416344656357166584243221138710975735468551649534299220650177338025446693809053220233341810152339334119025507282860473222136062118139480060499480887309315130778648303146674240787321157406663496088537477118269464805994892108756530693947669579201862197809012727815016247501282895581779413868676140455088589054639650976853696992230008758117460385322222029042869971170086667244654109166829631312227664109790207697132481148608019026860032851305390594734468427060323472811894817396661160513648186706012571167408805887383503696474442496743920551060723967192357291172837667533903818794768195291809625043012908606059437755518730950308245934902560171110069404410732364207840145807595957496601446483142773684681837743193653258731380881714654183202265819608807909198986582708114688604986378299848621796411195878791673162655268403642163482400366362853153908817041933284206211171609728094631431790245862293030634867616105269358829257501526858593588455588621967052720058782863106462609817113730754066741508298979665073510766715773966521037309844477060568940751082697010772011114088773789297610053889417481063162081389197048692971622993648463498446850287691734659359503687964113600800370359869048843665028608123335217438310899457583384158424502192040136245523895192730908894163396805512549777354295176833074713969692297313052111545297548697131503381761982595606207705737866366133206632673348640397652521231591698719317852777635793206633376739402123521559612204589475030685651901517187663262411502380714052458285396078201245856693479417101403905845102991229213478321221670253
158,1,aef9f51f-6292-4bae-87db-c1962c2a616a,960000,2024-06-11 14:38:11.843,121915938668616309042080336852198626919442933993988753663231553737053132015976557600740366729818712202225808701978121455895878434000460565556337152887514013095819527754653267637077865824660662978788633357938408830337090530066808518789707085543549063577095195781499549066645665474493803254027424162309193655896652033408241633269135818872059762882865192425593285852599742063583855173934267473748913387143861258515248106360490516471320345100981513109389774683660967155325803304252888853401477086240741063130343679780801189676494756583174045059295100622956280954656762023220056840797447718107043601397594616548728707783342666216555545174872715384892375260972023389132134098307686771467776078498249217218132117178581223229926448340459706696328619405603325187552553416020363475461065841916220379044948532030006609673545461950839070804107681611258438307221427107276212558567897320962670099941846790455384068516390754533989186035139918079493717526242176845615073800624619154489572428566190947122124636476801277009870028942370325978942749012449476717684260601714488210953560592076408498470511057585812839199474476929241921473150030901150586799809163818085579795714758435815739526461238754914364557991859215493838521262501245971005064919118749097982408010993395041102959987907913656147131988550888638154974630499233324318084626570138959809824853939510600295880589989700509318397547555149886532541657156292312690001396234383785887978651933285704532465032129921966273504303854697750684145586682436546237160537247607494867209893662880559630005930303192472086964134289859328675162305363669111278738207717674107824056184688793333688067492774179082584296626652237012375238385709834398209605499484250082453021083049915017460491468780951157372577322241185425620620775544912035721403042577865658862347587332300027740973862434545671612010031029452869952615338866891734678939130855474032437705569260467786692059130192775962285854123687790448699629568459939403880707891638540525011121605149765243915907013730783163370071070065299219964155861207847629040729130775759658803573518027548513471188515579122845150299747025564990241051677884243765216524214264488984571289411215337153341741692442281352396403830775763619657166963303962125961802783324802274990816883808703857078000931021704778987771747463812866791880153379757631396579514561314889336559763903041090690035589764034056397404545821692919858111694595389676540140087847415233554412108390702607583663776870901123540076018966475714394542
159,1,aef9f51f-6292-4bae-87db-c1962c2a616a,509000,2024-06-11 14:38:12.032,197662381086115645775866702863079247261541913908703095913569246959683817954651885583995827876942671162949500488955756915412389072282068104600356457129462765112592601477154626389582828774630941623340247906751093651671806793344256179746992114958207233167421573861923228405608019118337912654314632655207863476164601176738320932049436816184942792619002085167622226431415140135595240939535719663748482822529409631256755552984071616369794708917122246930448519068626767732860885291647068722863057764467398816743003330411062902383810656840919388101182541374170480016447418265315697419153368438412416462862929253280069669472595224139251441398677791288253863026910779798448875244241407030564764002584716070170725133032735007235100220730122645818382118736594222983975820678416715409176095113455760494462881797332519378159903077003254135059604575393282562183428834618417052942363394887558005870426933244249641696023549870741357468980147819786876489869426123948555128223498561669664155633262576192831604428476574110873761633221846652241348167961864971833094894730486905229634109918112917324227248587577941019730852353711649446010914315841630263736433147488461787689753766082958599527253808261310726914905761127890876298711358192384503099318065800000248527923386210050028587574679978879351000444601470253903845263142300869861667857570913609695923193350882185158841802089877341360252335239517137461165398717011549969111753684682891314841166000462897699571477672506275021241512471350680621509574675793712011831629477029102141135392595974403981128761544952576228502432782196046587492086666512505849174203530980028686042268362347223252644754652484743323339993836400854032056191843156919881779799465769897586468175339741523070458899221321114304521098958425106822577628542530634938603198446416974671706300679849745697662667862186679172266909534394017675781509673575005154995394068395905689274343639911815517254209588919740217645656490240514532426836119992837690254382067625784975719093883415143260770125963898953771004595711666389317555064345270401847448718238584212124187993630311997646701111764577556849813850560945698472817549251634766612059716128012984710066742195514407249127121695130902688479096121254309858157923673577101916300219236582200828806208848082357157410630388502516509306010108137511426275736587129746424349764441768242689408871213766148341288831921292845324829956365146014334830862946573144519270361105022050521554076614788547486571572787288452268043257137287169514895
160,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1825000,2024-06-11 14:38:12.221,422646045380818366008725770039734977941026905684427668594654563099219905398709246544171690609553841793086584547530944554828803245601456513241076865043647293842879791932181132596235442908710526538482229885167924760999110623821971950198444584678866557170506745667582864669405023365544077957798571185597967734128508763079682417226243721430523888332482106761061906010812392870703519698202222860611133330552076369869475628898191009007806420084588523822699054137978763456806039850906678268899768493394826687785588819385891629592559632880468460455174629466888544516332070513290167809990144357452712244222513492851070173076963525615024951637968252196934284045313684617186534137741671838346595626229641735424628162943561363709925770726827393274878372156342805794800389319452167803194367441533254312300666975321291131975046496897569479124825662612600813119520241229516692878437263063931455655581338284245815514439730864602442621020775185964432110819350593488647814470943699611792614269794432597067618920111419043790265773060944719754061207673447828139918707872276716541401532355368135791458502080836197278560678605458290159224742547889934922187604253506368522536466894452047450933102158426146484395900434960287031216653658359094392431733802232065854682438581504538207320770118939301843440900075057568718668336785801068863652110173575044113499122190714448320145602761929171724231209381425187389720292170189006519570609098999048560427343643974090300330212936344880882801635535312246772462364069428308441377337785408530221551538282793412757293962386235438235112935702033712571136079917412817032059852168989722688899477135528251353312560137383594791628415202065915094156890237891166362400845373537440469161200758600762806832411721388722539495291047079257924661299955555166914004411706442506486239719129220492587020805894520788781390363803137277856398657084623127124991808418637625734945496691261036066069965374936950936807086328442751703960773361493378157362711293417749434702391581613803646793463874610799672592311303975447911063372002872050088905535227881011524267985405447788331050312045955610697085108411131427165470282716085879946595248349936377159089419408288800068450279672311500351175345859093883626103216336363555422215578922216322930477218925406898817906058060931991472379959964029112559491373423768534365619285189202553764324947824809290951235914367673206841290828837952192307271486068609400454194550902035767919473901074972548424683143557968671412881709906125895318574
161,1,aef9f51f-6292-4bae-87db-c1962c2a616a,301000,2024-06-11 14:38:12.422,118554788107293115910973768965510680926346175061757732183126317974201735508157694818358820981998712639148214919638336988764779867551519050693480053415740424112711450563313112001282909826761485278039603831983490767135585890685603030920368373144360870627892372166822202822131552533410347297682987787431664492244132338153067642743153638704640546506550296201899637089971045136079877018636852510735635633160304982123422743347426768809630422286310939977756052084262299296576098644264188659715068287087958580900896755820265973807294266131189440314136252067814321127752794968281552015542068180940236683017645808242243711991361853933176129769261010645456084291560515618800171206621441116029357338879497025092959686155293961117143712744551431281244339357068997278615525555097799147336925307592700137423560097074358174184638036964884661554771838391358581302674481991328187027472894363052633019558805786914608575354145458982127163327518316730203322322510888235713391138934628496989735930340231035144392931666690400195307815883525120011836149868284306342045421405353635009435742941881009904870685145567886883313727811962967948784421222818055079291307751969566840178228312929868900478641962584279586779040405414120417565734799813107102146173986112390814730609328910868937814591746545619533944515635231530662586219359989032005886326726240756302270385997152481119696968535220062435502482560883741834734221784966354307300492607410267127882303815060700981663049522293098248410482874728807040188341610720586297746128681432969025328150612113740995962407987561274876754091114835443335372192368060634968326539219957225027628904460184809440342458495265529812255969959511739388292750517586385716373643672882470779962363243311128775741720205206911956374413550419196141742412678750881680976291311667127846184546221825097820716460078984885163497010583045211254147986031128235867561737423931928833771725515183484546162260067197356461318808425063228283788551189406360805706213285196559414824614450590822778500691317048282641140859195666157425771296874797953655613109312923479800346490146585223105864344451358983200920183472322364573568334709969560776370787235459737044902292035848054777584094604646456685401322046786793727883265034929414420833374592297543209592130718733938577578085202644521673816650328684072990480418871603490258882970898134159716048655063667984422282451073506637568895650440844994448993022819757061348721844223263800747557062718469184611084449603597702468848851207497477691688
162,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1420000,2024-06-11 14:38:12.608,346046085651215832886759161154577069706130493750655405323840615471374962719194417850079963405884886484317243388788362242728805364600917956642991098385979875868031728558637579678911566335970768274958504672228562478693569565799677552292511434516316712157723982645227671280244229363927382559089574455287128374050769885243805248059968359818995673894650589404921680497390642282344433926461195410006002571966661480496062530267007787427195240565363175487023507897837815210331662836818193589590791088004102054565546011842621096684392081628559149018427647072619306761027583157440348018675192015565331563064101328990787054650123946676494754792940637552320934828866331640393101276224099248553748860259176068840744616518501557309453645094229436952644690864115524957378920501193896985178401038211881577201898789602806188156462914125181926868240105993687544377097774510890207480190777298394878165869771314919423359298582896951961643994101851151631789789285209049845972155953042902371968802750320334503972715915980478929589454180219654767455733017732837230810008784865909217292043992910878898051967052497243494055873677414262109150923218305639078769453647149287076349577289662072811366775650408347943320333126545145915441956110473860994532477915143368891995273721743459217096044515729062344019369721666905403273633550144639616937951288390383699749833550198206176815568460136101423396435013748038383311152596663855831679327452184818831538380924608584794593305179251918441711644847603614948005710745418862052920391422290673032710457748537103530194751715077447139439833239425346847953697344685551137010402172621313522392274357015826371257803215328268130676638664017986413186373967702260921941284236420591297835418001276476072740985612422870765301111323921456517103950473444920634166941183831499977066026670584256078330651892197825428723121996064044024059931953889321756601994472404889710436373213458157021540917706450062092185960500009730580207091960605738083305084924584962203360443877216627844977086912418164206372402599691755003821272270558592149511085839619594571638411270637493321411910892681471287696803912303321471089439645551848313719427951704205214911716402772025097084871544102579667781558130607468251837955090451902464633659137085111571401366891132421132301734896092397549398601874243943586454277909612253434100744738242876913875895411865448183963760998733658074683755816099173247605307769990508391000825232639824019626210090373202910771411687311763542693595677023786961946
163,1,aef9f51f-6292-4bae-87db-c1962c2a616a,579000,2024-06-11 14:38:12.793,257485817191785681252746162636240380986742483847631951472141287245140919330919388392578070015618183582866101006743236587179113020060732176521382599208389644594091576951567541396829589631230655942366638153723198207029086538011956494877442835155563952091839386215720045489821182939731266952373538183843479766933051966795973439069331460540501653812982238795903792616120457981646082532314832972838332498581306245803762439029291814994004076615613127255268683675070009932211012700337314827262131567009948538950886182986868092313514825314545383110734118764348385806410421934318159157283907148776666565658703659195596578523197364145715622102476583664211273229783147581148527539340420123519181409864603018075084544205541252624729670233222119601217800743854666891405771176776324309995726632257446231219205996019977924541750296424913046567956951522256222888265044604497981742648344091480547694101683240231533211034864043866278731018915737307171305040295975908549020395057845081151799896355047533082478556211554861121281587095704921653622929277210628546086933810313486330551007815808273699500496455362614338132028286075107278031305929984164428035979749405738186038222737904047294096877624974790373345005719482426928136522921295221797962818878528351005242290923637409191063088412149078578706532671701732428994668205286619670720977809102202946040094792980632524270656800165404203638515036593596409865076996867297472821502457085433026515845321019416484688912711465302610500931466174671831130148263059714766162443674451814420002364216368967790944150643579042901599307301676417066617990759475303861982612900181816628877237331226408884328992889813337703906986293447121977637079756007295230666627933200937937335408634141542942530386547735773403677448738190833102226222681098107834861452301937098083096196784116747180485693993701238568983410235563855255731873438903775122690431050376541042866829057773495497655454982940604866580982961795740942465603814389995586941510600222818286509974466041817700913077663289461314027717319247056497933634101695425079377575462874848703521876527015154838045546808916261947285642163705081313175848247239763463482560846080105358146420806476606143706975796149981825869462243379382837051992806467133493008420266435366354788636919436449799190960601502999158383240066779897137975285247367193088380067502889282391831536807191093873064435064968103969201390869390422478222576164481584550364416798123062086205666140189003674492691651868788100153476344234495385345
164,1,aef9f51f-6292-4bae-87db-c1962c2a616a,495000,2024-06-11 14:38:12.978,325140600371703208724989055496317195461435508546484810260963277148532266009468301441180118458830833894780137392913670438543598754878150171159881100935537559631238977238546566110701499580310209561565393784037823041416867641763875343766098508222999640838023227002251022630650989773458195396030856771540892187238385698683893836273036616961289784757913689832584394624856966550713845416180503077014074012440680073923575871119698305300843748096877100657849439522191355308761734479480917930912189211234914334739979282353683763202716559822342815203028678903269288843977461758900367748902979682809234121871339574252433658898484010962226642435209986236774199880532869161982881486554332748225623228693998891478660711978737557775642075425383581604312140732859011263098073705811656336880197146773084962354834265295936204446005003020125909755321166223478373134928815521859520809558177195673610913190016220738132738950295137947873784907059234031864223326796712368547569690528679600966031036630891196102277910918523737134974793773689223029157072932626704654707584889053323487550069366404904612823403124934426337206887424480133120480692860620517623165656097054543156599350761724522116496843344153769625612937008710179080110446494521290226167913070825063389125823317108625426832117620963057566289633019280931996405284205198910744053622689998698487963542609773521242020250599166305225662541495538409470170711858291223803348699014079304659080896297087827174089051177334341690522747172350072873188519344245022172402390325128782811996006930351824362068790212697511900693130669136974937922969720584827468666201283548776113078550113030407402339233710427492128160589457135751108032914603146541122275848376497096150918486925845081594595170083470216224973919913702599858347791070200884305770104669526998754340816021417712341088075580567401412187952725513002604472046926429766770318923763449919776332431377257343058493589878126094014048517900212697228204625674217583056865515344371929874106415002680692724786205124721401540580302437109802958321935499912792105685403232977351147940244410089571490133939403832785386221306549140012015611231153161419096298324021174636350324964328097989280918216713953312181004186268684190624159711520150833721973416600248093857938035579916172372901300192660475465015978268638304088678570959632512100654320765788375753703402912186326094856869696967970428492735802534817054105109725265721032736510965728285655293088323676478584542450449109753719214995559900102084555
165,1,aef9f51f-6292-4bae-87db-c1962c2a616a,835000,2024-06-11 14:38:13.167,16707592338800869584568311609576183452426634376445288714757478092894829282251439923495477304287502249333570322946225897928938081373137563986183964443146122332725695861229974120778812198859380645748498118249451191355033004846256261192935735694753845839849032518043815013547108234113369808843386522080257994658782703656704092188125727801492536588559385046477846333550266875664882078618775380317640846702027947538357894349031518654344315465590996544694409993816187818189374414939268279366415775711007473555846132324369183324771812816844674836084863827098995799092983447934108838200727699746421204172686961110481249620334450971021307065800137697034170240452158442597033965450102781060912964920634760391451637171955683529868524202813739377811122264896772730620188783275329402387837981432104328321932568540150949271831864751401736470640815310858355621589391080894540801939069770789575685286346051299246848250809909595153666490626479141729660289172197665871163002041632296728459674797122238760559370876743810369006063436522918896021701198898135718115344952147304705129547768012442129703851284337357828559142102381378137309861822707816754395050605284906049770363502407206865533834269330382156551282632375093275917957971136977486165240300088570909156519097846267112821770954673234056826993502892969589735401004726266796084549147298489248777809842063649994427132490447068259752937662996842834244944810081780139703912891827850355045867902659201526985016803167732395931446659981909862949709391911688954214348549676495756852898452475097873651605365039637278027617677957564533095887656960886714135189413916967614306374712685110175636967330072648626261975988167123465027861666158545725354600041921085842493864381278117570530676066435135450357971138942552838138902413806936142066882885545677088437086936830418145259432495267119033457246050042236916988913730285816204181454182573026865284905586762216290769689804278076387533449631182526201636847271552717777902193357426520620606511474450288095618080593392534456169084695756380726078266955621107133160649451324573041010681966301188424496288041979708118485987799638703930010875600606554429957375991531896791725396440406239601217723032548687931115824208953430231683495192130027029976894422803010926552651534042978481686460099401966131738457443222030753399807600159264068283280610200547785458045574683907781888001872220630768600829692705648518386747779577855432729946594683657155004969984996046520061314459442455281615602609470989659183
