donation_id,campaign_id,donor_id,amount,encrypted_amount,created_at
301,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1271000,19422567721729008685540279319439177961402740478883078307582148965714885388319425350726097033906054276986993125873857075813760878793041373330425705788234094492112718822537349527604122905727790283385183416321120809600872613082858495331956680181856260920752731409830030254753338799982541824500253009105045858089404404529971427722738509189549121690755842676541196729304021532081265301570229612017289976228614854688480895388645477535838553760930897818558126064818203622560742763602677457930773446534717476850546912544867342730172142322044784274897981702502750189492194257097674449605724010295550526431597227938698084053345775955436113391670905565043886139503494610001453162887519154906850068711232594014373049648976714880094306624624452226197708730304576131943195870307689826972434695927033789665849083980766439342197050889693441861665206132033808909144326228578754630268264888900474167836097835556781463063806423481456917185550937474407500914393887948033494975288718350991783462000660113461861445957061142061443762980929590453787498662649922006468432959744061619217357385965115600275283948903921718271700346083097646425851427886511617893573703749109530988313089944408904284707389059552374447425915375583767922991598914114762896448532049912007697145498878465130521154154840712114117544844903786523583668463807579049474287988022387399577470377031640393628328875927684182527993045616376997975101314589406358593595764863375954802558990309022499959448315683857128201044532622444412765149541558581605728191471514576227604231865346563752342178624765535806481493538556676730383509729441134755636788066091135972261281988009336159881912785005774864270046830122508986570942059832940482623783522033651427606881683902553322672505094305517818002694447455983294459693312043827366863396903294535293580275720145323917678113657161100119922366448721327310664876091992108072456647361889184069297646921539475580826502657731744959909843459847608071325403728492905577916056497791415004015440654672342084344731532037586872371480093403345931772954951051872676376428831292252965591724582286348346236335519889718083990176886214278363278699325907826099427700228784985333244215198840929931416646956416301716449745684600074717108450014406211783313502423460468926971597534707094538094191946417155849169228785425292138497826933508574124533434755888520008119446988174384676153591919571380294068736507065516370139975460631876732630209894509892547947693057179979697137019298425454521574222410306017829881258310223595092849515915748488372310824908852011217732240726784014138742799003304598631980720031227053873449589910809836886341939248565293619425164432587462999450933041434863453534848314291215348116350834023441073644915775189674582074393987597537846277522874405600670474221270720710432500887319263819507648130981190718612019918178082780398711274595175442743884386787009018810737743862239370055717437337841230945620390383817332896668934069088244728966002207962546244462686959322002912118797121423354331507469249012072135327662817465053881507882348741101493520223320386571921096412251473078277112008634014883543827023423365431377196291389322365375056949775964011810855801472656215682237075312905889949941807484316157393333862026954788327522883953394309546836032529159434989588477164331428537562886015935819684579867897927253759501537232987581388743068576411875675409138170258625682360050053267626739465529248713302542972920143331833659132286042051709097757458541026382811534802297936976738633629487600468705685250757752864920390523913668711594020877759858705691016491619554829598960346613385230039998473444439615539188835531667700803963046118390941554643679253505391272709095393682677562701045454072936357655437108279110859786232433857,2024-06-12T11:21:57.444Z
302,1,aef9f51f-6292-4bae-87db-c1962c2a616a,553000,5304240363101894667227670182520437202214754437807095516910465800957271765626571496199767203356670835615702519974339177452665764688397246680442870476090997868046869590775264422771228434098917147440143016406671654713758224134340811157845149242576412490015044310814727467411433257573466890040092580312876313472055933794943973151314785515671590724013253744021640536083337758683532001655904094046743649274576062207489641290764749210924993311176515217365142320678617639495150178084171133582942056051989248784327081387270405459645529961818193408897981406786951145070226083804069210216756696433680982983684496715710549292613560263567664232195501556168939606673667500541976708017480968158665558213944810821341018350365516355907659096337501670820740005581101567471664430382950830437383541097418155289126866418855300961949217527189969764595969034248884011851134231523513092955737131434665100646138532957844183836946304900691272506266475707779986656919802873169408400225236164403881910384555689610482290576175167333458187046824246339524723354468323713821243196948796770292225281162022602630002849714161074965070230054301063733004328100813072884506225806498069310234407818802571572965270075149326792138381682405174411731686232880943989233244066172696893000343895711413445099601842830214749260448726523612113619946117889978763201480241958688507184493437723229181528107247357374847429746088569048216917066285009664543819048870959901952558608864527886597513303678646766459921182126572899763867725391338304149319816128233785970485163492223757060074077374136294300669926648287335226891728253349177524842403771501158682640095900910795240855316927123996707027089229296649119499121008349643852364861278248737494296071983373744541978169436018417631148395798599268755440412024401173317176512669494619787627868176268896572936489370017952669076226911153471042403895497174391177870282700074918267944908553817831485576340671727437136682236715705614171380003364183826050743878819498263015121610818455268898798110460501477647080049925334935107783207882408215168671118373831139982315000954771079642755128676826862631576881728783609365290912435965304348784871576890184453627288540853397375672567019084337745396230888871900479069079154061798679666632883327170253082812257862752335627958191367548478671054203247742018876520653583070997541572476609989866888456938846894336293509301918850243284778856629162951195741448044341114402642622562175725243171429921089074003088180409315914477449631887732666468761908092366626556248985761271239207052969234201363551567286851017248096614073519842069895859754825728161983089219339037084385741286495491314858495309319904506203148730853104803157355057100996849752363337740827616937882772327570148675059908216506878958602507628530071230506434968045852872084906034496238654376795169427828970319983265346901155289982740904450416830963265571251003656811924571029140281442290199806770563378007605313177490990611149999942673150396154033905194067509602576952303283805824771015918241436546131674744902048929008019677940413067796283502561353377696782169664269847250908652693216590055347789211087766848289489790985683001276477647443358923241370693044052606891273405678946060200621910333928603710160099192316785531870008627225420752306825843288034792114815059446106734977961416052623875628176845829562002693763000909237617590469691074709796802486138978406990834261428641435371709774998212958053274086676744095964753701121579184743313680516314849074250126885989153202606404539685436352229381069382266724431636230891739312909599703042229688730252227459288331828374930525139148527340849611234301145585151846634399200899775255456694296156770173180854027965091084031962326120077656836020265893352728760980827085,2024-06-12T11:21:57.986Z
303,1,aef9f51f-6292-4bae-87db-c1962c2a616a,858000,146705086628725304547838492785646138781671097462446922451027410158803901396994525919935380029773709302392957681966724947452440201364109499503736989144778688239542146334279295183162148719697936056949403044872957583510738111626810426767155719443741630489285265471920353345890415219231435705438774402862236229387122678788177366738650302028556334521024931285761978498928955341609908680054041602427367604904869280371406209976786976608833652714004455088837395885761919182713157587810880958534962000534819869428259332781162238589746504144050983472325474806673864798416194868033267224696682634692866866562226639557993748327575309752165807603624335512803820666063737351333277145763487299209632296809619502695602723160516186599523280710786193364211233169916697244893227612772032652200825864945490269186470558118460802929487861478522162494926494581809007113782631562562909383418262296987560072891717251535410474439222929487101171445799198868977835044975653572487412156797109844423129694960281906746213592609651449758473169322229981801657889434148503425514283724633262529717657624216276957080486424869455132218906601581256931523674583856196885851126397851937059700241046490877062711441194327836591863418203639002251692183154563979286732202046676351973287037567422591832818368874763048654118933934032288323767911991920382215036106786734578977587324166697830941029368031504716082878642521886312852099603187623216989068624799026046226519416435739435711117464270286505254226443214172759592837647215050406608265381920263218304606482685270590895274342701609475396314698661150203162316383696699138013593561770134297617949454532067809281578366265720787814089612771077985963778562460841987850182213692974412995143205414939961032651698779015567360280473661515988224111652627826361582638264507006592229494953817227284834382324645847432627774614542188780769367838607765091192255914624707833035224889834383566808132694824487908279836959651434183820041029779057562847482189795565601584031734475502879204638937140118432930896297978196919508639970121677544284625633184441517547898029187511968611599507629552790779814884194347089095142220647492344143949572477578870273658190961170612615901266507534008395710229866860493706366608017441393388103468382567043369427316469597935735006259531228988290304190263857087553771952797707049791409804944600550194764115276564052780629390276232340563991396889731908167321040620490795395230197754451935554532354405173980743691462721909117110174677764364064564748530980253363149238731314056558187465666595390517699748607863109366693770291325036705463561655658027506440858801858925110275317346195629271210164315324735438548797311705858471612458246416078680586809815422295659575428790744305720667453118959947046225884517146573900555438356172140624949677720466931350070604213084646103134659648948338693299585557575311587856172196028221330364896924352807426489559689008939624200617897669666674624139413078242582458830871689603296969668473858634215046076396614264714726997787720589599708745308618928707599046067726900906130334504395011066652039973187716011618726244679178816249862978140866227377965641396606209516286061627340195208436209883901570478311881176643510160485835736976571541320200199173495298075523258466538433697865804222424634656408110690295036571216861676497706269931828690359977336168834409198220969844551822977457549221113373271656876982553566719578857714709168889357722434064775869596516210238902941680266637987326252558116332115992606014365937290774616367753741169866829642077457604410287757420260020786715142765883350756828267215883088033270101578761376326102967877236843018093719307397940365864752404084010076694128698974703887932980077244980424409008198900391588398694345929363957,2024-06-12T11:21:58.530Z
304,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1987000,150593100350746412963881789812997543703495809923853281309666173301610595019861014430099455993102512147250290173674358233748554755915823251638311675717455912494759506859555654793841868232119803083536740921655049378815891120042501993746425334320352435927422695284389047827626510616192090296358712220935638924168789482520934625156351628382147915133449057060196882751423652646659685214428816806841355588275366206620048434976949846577798313788281351112482608882947595422278034311455655734837857578896055330169266338112594809263275998474604246218689897497172280319150315145148926075362061636006858787996147719323179754987312268756208106312512636170768317386401109497317490073882396156606825302417199486456367990660404938143391642793175304874981554093435106334323458544259736256001887095619187024596570128743291399674304159468175453206623037610374886191092725414249361873980356065111195959071552259527918777156414273255219315086957621543191588586997528847246058167675929125575948186790230893770283983431149028913934353382311992982553192764882821734777449661962751322659979012959199482211881261661369466662883518070372614615637889154640443385617383616327165571660179439888808342622364406991735894418732740818286861376460819672654217556746317580468127597941852907248776084964253470367207939598850823958217630944919213562121820882542118927965051098642983852463525442834869061021460881374680315738463529830606282395012939731347940778804676888791670390058357191933727291719081684683664697087752711732616171014912596409776513558270304625213832798530921096006594645126272680267324964213199493807970173808406448584293464959975126852100664847598488040196599443037534524839935088963989510519627578365333941666717174461001244628768733173444832289200667707348524795490958692785114985127514290701055989817636846599532373096504717582440987203801314808968587044067197916308784005058647370185512023200044351689611841063532459702587244910836029286875284493520993480211633453303708482458085497457847731454477067999332877834368223057951154029541078758317804303915394180792489857082885930898338288825199069602859192835930650720233375045940732120627965598713036924941762503802428245205781294345583450501941911001078897077969044416861940020706476819465248160899024373077843726255641537512127843361473029856190960502404700438584698937716522170434632161061775913162968322560329873917186003813577112652547089457054411979812388204516311465173873006381655253021372896248001032756306199174377679069663783588626692572177586823221645372588403114181511562965789260495058309765122234552324960924832608024177916950671844697461649543449325583901728332590799776759612752489371775912704478288276404707454824441851933251681299444301250077428719125317942296983075596420027695521035157888666754719034876893792180575937706222548460372538058336476810190224058590943577204513253231280008598399982600264582892753278201907856209786788447835638630381142266031450206997674942511255596754249989910327226595590583723516621444588262561939473589757312988718690990972315717184154964167585067306839422706300888448040762488243077895178307028390633388274232518945475882514586771732595668428954001857078598009941591372722218703189723684886673643364810614097704871196587702813186386227880154906251456488453390751719461181343616825040541323055202099995878991394322115117761890028248783371036625659035815882382362856879057745823100270516227758764384311548820977379146064423157541721617714878505085703536939456358451347795929248169432507177240414282647254887787595594913957672517190809706721401952881735843585617318195165331710541211061981753297695674468307404086443781406022477290745845386403954190780254221217576856237292738424858636630567818489989966978631590735,2024-06-12T11:21:59.072Z
305,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1589000,224820953300720006030158026788313101365030397851189829566395773658858065651456458866656851455524015303999324447809037247320504085344138633978236210811314777001839703951174572196336091665227298911929378791703637032623632126560836374482945662838303930811695546171803389054937576836358178715636418025469727479349173356187589764741630609977330274507686623517554543257920955160067199101571035602714885769847634877343108474274732052189361048408711175965197067232984146686572208741634587682952133206262467721289639308617492804814251857809040298058567046781945580199490088314881655217570869707602208733551028659475011278397014518744716608335090367144405392425991137812023932276064390494906481635592997362236687577407847171848196995772012270290526165522948327525495368095235134972135425476449178200550157374904174779608483340948618424355102841147852846946693625266885891348098792820763374261708340651225533315507268053672684263006100304481268579269480922535434678480663692534043677201242432123692363857023424390231572843203665454379801941374648264411014830163222183906463328266444530158313564731957070596880884678860283379733947447461493861979849819521908352930614005334572694951836159117458603586666980622701046883665548831030592209531770588346047668604919834359787627916824998058324664270682118046935606840478503578244429551345815620421412083161231713759591166886861715114818086811629588782437306301198413052024844906024021524589943025011462221593873118400695205324366739123568973468188969310485776402568796762145300554184300339712602671006668412556698475091284858365111119833717404046122470516637675264312029670833903866708242686012855369855297219895246731340201227622242269025968603667307591244611286474624389888851947483687068946167262865766256151352316710918726189372033653841458352467765040181493240161453742228149250594665116031468481220659174501321672418604756908017351693132592554025416178385050591883205153984893130967165225824366110915705423335432132712550656641862136141240030339439006284771349792218897224068828191819922966804463777206234288642135434956752984029906769846468548721885031639283011351947805368100823184215539782206656377839310609814832762133345157322549971973007995698201148318781448379196550497670445867728288338069604451190622631873121062425396034484683964585445236345454495638410342630211357868519002262838707404377070565759401491888190603332478582592729747202811417484573703982163600990587142992471198030879948633717841385332296278642433467955066691079318223840463209480506178415675853411887556877308380382745005620843151884335220084536970975618592137923286016049922664357867257314584177281737451300121554014671769524411527242795324485029031763016302275315683072938286511908593401326895448546003387685986266085804421341485531394409483157116584421861950179744463828988970680964069856338693584641754223483241707536005927347324870643253686927306616457763371904413680541361093349070479219722625080273473793052253604831714724496992821415275104906856666261194835430250101248734047269050879820460921131553978283918227031707403628644747594305536844648316580347311689906211651528620931524629074389278803974388530335034650598535569240631899265167572537181006072765026964301917970012036054350431583917678240766626147360862378190799321405677319336833594391529244146006237065604482153161003725091912714345672812893306896984374713353781942913906132364272402648075826296994630256237450180783710104753952432986880181335309428204366738567351843170291870400168295003180446298541530822128982585054130979720280921361040970264103851777850476835145895959606140871874679549316080078530360656288392406916849363784809833155713418278367129372712763313547971689019731350329639747971855144946594471455281,2024-06-12T11:21:59.615Z
306,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1428000,265849303979513432313213344502921126138311305515370213474537738007697701067031083269001391793571236187769579989383264320525125927980370588253638464660064137031005871767618877535602444317153201858614585444645613004283367969759964654110396778365516553102467217757361100974348385169851672144089651082154834294809066009737199824662482194164971380088210577992011097486555484452476636544777873529358184887190962571163649910083689874319125891834015323644086842644524013998690363778950780041866923179476260042892662641222745894741987613766750856943050297042649970213823349900558522463987873853248337635623494049310721359295536244893269273696232170251127365201078847968246791814361198696032329448541745396054893984409774589598098992036026779039594308743651609072654149467484455871983372283209379212292698009000898665644238113859504124705257522156838469520542618754371153630163753594370771903601361404345781208532986967548168678174561823658901228756824905593586161550799984312130657774673928305164780825840743868506972205211431232954069143852845003471964411383216776499129434819215185106391207335458000346742456063066668329139757824566577293508126233880646963652266221084698717946083833492918469275406246368888007582674854488935078347827084924589021951282329998816477963218153999020847298574280247272357836711158918227295007547785967128330761858279574533603186522323491334838873107889194222194864106810612980505600707039542927387126649400729238051795844759664188434647818552047161272017893483505580882427911695634833448942378575210218923850625206962755188618708221423406758747939841121797831864868258429387851169989867258303393285126704821601972873746110797443723332183271180996313740229416528477358877913580570903030991139738694185241758334581211944775250097594006622348760499972763379940863517241263273457781186166920145427644513949580884217672364796773526798941493395408036351828060340325855158413287936152024690091575732171381763906588120105176003889438372846392792670928351061219088402539193822209478269998917270872162688212791749934412032108426767604876959583359272408397595023818592072207218729895290177160190009829313674618145770514870260465550707658684369143248569125352436324693649175221283422215036918487249601331838855689075301975728629930394319812233870572927623258866129838895777937178934599673633800833667540272344969228850319709787167635789881313155326164346544450569329864905848086621031444560087787620485467966386862616674558160502797424252084579139278683547765490574450336796655225594913417931626855210818949288610615550364086954918356924375210556593363546572844501541355298761466215409275622707429920793360338527736393170131433294177507335204151626681870360382631257330853010704541150599356741039849375804081452645106559383172914086395474134194384762450692232393285947306991111376598911984913089987186379200088556645919459815520209380337162704875189121088839560969425697761305365431660984126298355217469380386757403828516007298051094716702010421296571385616454528271659584797047880672513744835157683289719245882860600407295698406346806327512520180448040416296268472802974290667849317450649730012314718804605554462637937258088878139403375139798838065483655830094181770297951903063099029424776494543999452039694136769034359344880071287324959395595235721060801533329090252342594595138047326098284370692254290344262515645376979388034306526983394052973495426254418100996272410844703372394478299440412983250884206078339607204316483860142291210627694373617307556162222603887670479751062748456382054626436518504081507575223536438768834159199681171931814376598099649194978595483647912940486691560108082914730682120849918075966550864019396785303189312587753474159657213411696852763836031548965953350,2024-06-12T11:22:00.158Z
307,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1798000,264651127857942750042259694523250673581271854279025364130577615714560334165461546548377046745141936862033059035729595791086621319077764137914572301551485216872386466703343716427324559505919538731563900812227313702294733158402485610317141258616295313193819457347492419924272234821408047939451729641354873166815841485646191263848757280749203928930369347676092487826703550926373369137887949444207139773200595011871601105499839354223754393249803385070710951727796830198324954160099430385163981514072074170429244323637341991951898186947753506003069928998188063976808098046355360686468062666887420326604037431589625606645148846538708128494592413820265277961184346099020576272154986598798793861830768975517632875308998591139254012038991300313945332748092295611267771987354672872294845345065673550319600451794021188373017686599012464886378825731288171556350006994797172626200853065174232866904531091129944060185063357241796973108965535730619471253302940174354951091950206442560921671685158325726507474412729913584528324467374293846154513007464811036801748727655092750873829231560982594607443757913285333233847888768260116616262240388617020237264732002890355585259034037467798726222338234911258980050643051621705535162355705652330127160317210529963324001503477616472030415839697634067527180934138564766761852426110395742240459426363516230855731240607030448630498498559385086443232238230452062878334292370347830835720627352402965742336100826391123927916656507711920452908465309014898877144728389094474983338474403497548712268241342417772126113375461078385660223777234062781048294934683826182459642348042919252044739410074319178510133248428377649645888323834757181985393164452635223587670622344788255664239804420095449620433079673292448844243955052911928355342970800495392228275588133631515680441354706949417911847835266582752031960221900641978098340274107664202220025215741425964990756639867803587660585268989308794809686801777785659349202462965913831425634623325234695296842345604006827199107651090558288946268866087638019790207352986127851325670702333557909809843756081606751497009767361515484036360200983704202474470675069489313375780490177624339977671953685123581220015665506585465508477415146257482960808120560372222134433140757805389116570440208775491929969597213228647803438196665658597441467285664239033341496930011017904911235136398871048434036479340350998894921255784563824503715830385359089083778392642923611699814267697200558108671031654268266942651654505055739662308745400284052027942211857359062740618140980387181705528014736485069464825842677127300109452206193996425786280812793734337056438331116927799928492401538957047565780416197484718989307702407830751536673428812679063231345301099485234500353568810983187427348884198715664834515102827005055001165594020373370795605358082617858137868929670517105201763159648437257431296279418848797225119164150557415170215121184351213898654380112713779551996798685600277715291553635432506431586948776825084094101159198634872253078916896637484196572225827459156156544003168758505974238049076005528245723469798944608774063685346688582692349996452185486279164335954972489385529211964237428227894969043304662285452955900136772487576351089262599845830480575987542250889838599547751263366786228329638429233979130280388006774182299517075339998581151600898850237708007491638987917679475738947278433989710812419846950992671752894890072274497099941947362234339521604311445176186269668202542196547197933219544592407718461203567270165214011839999133822243990298634076117173653667291381065199222475452992873326570706541499188955376613911175045264356047778255328552751836610484521721733258650390616777825632634934332317273853875411961232985783560591350617857214176775832,2024-06-12T11:22:00.700Z
308,1,aef9f51f-6292-4bae-87db-c1962c2a616a,851000,275642359123336196840797861460993346577917568347328451898520467405585297149762961045431862806975211971597712797846616430050819738639956938164863624729765793248723674467536301752965520301704942759227060571683722577383373431660681689548300568262893892916162211801741104831103715456305618013142609523083215950270424248988070682587202318696010842444391271844029659315965991824698513778007038052886333896434050901522697427560536619492383340552390332749465216323776418878089798818276287286582492673644213042831050060387602771329000883489101368974581899452547716558674864969977226321957989492603091882879322018162439028359746786982585467741332892362721498237939933810549253585460995888479277528880971556979646280926178107480092175621033521894420991458189404405608763882137802054626393183897777359547815448561630429049459642701539454781944107598963346526282356342748289505643844196767771321306172412163578647458590740309308123499956982389168897652733020189979390597375327568102729136843770539032137790254157035571839290463639514253248055911419070340555556002178312516416197338008816871465664288726289409470075215986663020437585945501859458410783501987430438030133014659291235865268070572326753771548352069546284528214380672795917876868545100704979905737273099177140495077572848434831266758665253606991822167788312261265424576171540002218500719038820574963009402593404382703495383964200851289900780841803591810075767927706123145324107635044251296152046746990723430301829349684622625460311177845360724767522481618235279516474950751030319782802288165617358286708830733113496347409566189801565548866260569379910311618572613716862714473563381188627316202248888781443552626476622103430251682452404941292627794636320083540385816313127672955486897218876025328821771894361440115245117393716380453091944509917510338969004263139624514959925140334890260048183341893068205800786186696346486396627250014066690130541981082139355084251963998996498215540142107421108928836126591897354111743807168736528806433520429161498581394380445736274241598697360854697182723019024129112086713477559891901958637067498706384051417989328337171289853859046977598602086207302068518989567040160713161598054300453998810510531637110766893909114555462272227597795565186984437819576649096319795833071709238521039391096665028898935303188734575424674562039087570133398359138364261396335990793511414884283082729799565446829521099231637842805064022561220830727733175687542691586097491432476317063583818589424321823530099963840972724902643993351461125639367363083731092243641576389637829046208200711191489989920032619571884563893583885389774191040957583714217248292002593495114289561789292874532366475934400824422259078384991717390987352071489720385637586664117714152782849638061204767193782472532577388704486956084776875475099769146797744433017141520766083977276505725002918838596857841478799977709537390917046202341698538365798750733547434205860355396698134576559967948880399206241421262151264694362076248676199796327262980641340239465234866930366883514066819331359226019946383819351371604054593264502857086648174735784178107490442579047090208254461855045485192979861655575322897655006048077872729505782083944479495663406587751171071212689478093115830999646936501911870306808487832242283555445847453173428401289186204779561089067384800610966480874414790219098292777109963150387082349463135598617232766582001205585386723632612230168337464084757660112958114825986697829969189579999166442070638770398501757935453156133872501617785643198900278950610410346246833062398075999391702455580367712685505242528568806069915490664688961924218986636948929496968723447906202430371985132190283234392159041014579291595296963632042064974790448897078033556178772700209,2024-06-12T11:22:01.243Z
309,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1669000,10888387040293891770956862444089084915179977512025567870668952250375510075835554431080147653572588535264381132718226304678731297989783742830958026002324428229323403127048386578469230844408522769845314542920654952510320863179388438342790643111867149304727106574700496580050261536128066305373609406265499382083482550332586331893180000114634472956067704102604135801327770831766107746053720418725088143408342178994484878156900385550072966787863082032780761103694387557490733768436201215849758370986642658894284159874712460265431262577773647704789597481414217167337368000801346198833771093200659742499813049344650770852662802582852422297886363365135318490413032621347428862344835502958380688723773992438879555107466537887340250890948555960491927966171824930509868762041848149335419526478892621454538677243265255479827222038573794907344388967238732082237871404412432777816702265664711074512222263913478432334172676484290208493635145720600154746346302475799888362638245486987109981030534246406109216388596521645316216486409043363033713296164180368095286955743388718400054932510847537547997097114766565311773612680536677512387804109899925208268303067936066545907324092287497211777574363411981219706096438272660863745610581769006777285388507969998742642223082819540700944740330973641626424842415346738187589111088162774825247465168284937550050859262236037021574476838010019001365413623353863339106036156130122753648276233932658868826778063640208387763816396066634254601951825893710574642069570151819391496037360594450260687991631114598478940695983867783738931957837902129903689840379828815123819376527405502399938006389780296448981400783816769411496142259572710889289947132029203001426921190999425760597301514496285535624306977758011710834945481460350773444703120217715952979071992697003573692030465144976575008415601499291829781564756536338001485370248746894386400561849992865989844978262890607149479839458643694263866119678326687430192011998375322251202616484449106945306541371827276263408774769853564150975660224230632363484560726028328410876892782431112418665466421241048216911717982193894120022673844176239509332108076844044293350438018023845133273290039386133619438700740987234341184361693398185692163009425644986514347839353196430327836782678388707299633178280328177862025580349110694571475571977182606301814962616049593269400838604899995593045653618219987363784753693306334222263377687181343044845163605183804747567565725369995985255843975986006161180853082700644834897324306211043413315106125857203385933388677787191414519617964558402351338505019802326733293028113491891254427891446639168226710635549170162877463156885506893918924234644848061700661578010668365005838980672113117601555147540095165728283745506133808979605010100988491399378977946604426770545712459674470983138256052923996309437681784296608167715085255975897755484334845659716789897116951179378387393226291714327388224858779402747055349294157795870525503076980991336385067532703528133911651148258194355237300497735932843504782016769744868883946850077512634189437042596483354658722193044487866333294891528074013188116555123193990368643993459792178403927998376581388036474645365153265777653193391951848212809698712473438388490036364060549644457676160385884011615114960656487130767562618267626054969245514824653064593820649394245353218392566727180277103093239743866670709152512694745459049070287748125346489729129699775032943345394270334380811768727350673405431746732719066335474715598718458500226554303960522539495252488163542593740910193398414360214351607821686779750399310148454052287099090560192806675881157250573888282149004138578950555973529081934032407752005084777320797918261257386972842243309696299839266362582968289592595389536,2024-06-12T11:22:01.786Z
310,1,aef9f51f-6292-4bae-87db-c1962c2a616a,522000,8452788534622069260570923859793848705358412111771649539735525979362632848616823868229957079874113245991612910710626543511747025878999775550139297985681608111759331144784570919509586938068917399272041763859084267181137707394048138745703787850344847934412740650999557136051833949189308290023686154565067549201695452976221416754272483171200148711302849772527736971250334920472055970178407752143728857774343114352293510294949171842312310094607918539709223434377265081118903108944738606573944982748321639834828009032424148942109774006143197223451968991326378282326590557912190862117752852516792185665825614718772540135032490025392864253085832626093351645122070530849000412986834602144830078047663741229530973488533021630180207891246432158375417703320907834863173745963005531046493214620463892421926285866779725510135837135601644087510437508696649682270074585110775137721603093813900024237062791643215443648971067896076272942584537916749581904090884884934496314330979635133057362727089112251492432308188269978893815211180571710657344871955135148817591908595922108801121527199476082334350996771814154710334784611064372101331504019939828862693523159900669248433901963155233460547198157808097353312308767681446627770219400755896874010121245610969099591346212246580018597092139256975703152694988299609915941977774564621125844147827026588918041399323385069276184728322638367716603125981666805735383453417750879207234420615130391748349787277356257241282739925408036424039184192268100988539206600633649631197563458582010520754404133187385445990302679871584984314979226498695415297114529162355026221295297864577086943615046721749550051221523509286615969467426158359655799277107761847244776591630661450010280381273279236300112061582340981705665459969796202404097983631422266095619585666169175402884372603466881570353113267004313164058629734112576755011554743759187492409550818793773601165443395802831195150086803067779763678122184867397077682745313291529748925637781984715651166326753765712299316435846933422280265974319840419350993771473125432719355660806412791281548162689145982651891857287240187453121404142689682984618014711938716517661137316812729085752390851861888371597905856535577940841704036113792384441996307230552318373107570161822394117324746600144728488861926989311291424774574969383202917312030769990302357414862202323626883107140313619130867507501745327454114217754159973837086008304672821892064071807157379219608328828233575789745103236072357446804163222183679711327070058301020774044817917425575430077138220321854559616744499776197508185989692044354584766735596842398937508485110475296175311431469352781228384949670118236936422617096332437881390123587132601838189470171028315085156802749696682977462810749422266682612562342630721713456318204483260673122749604697804058577907753534145141141947836825279423949783300990884309130494603105606252164290689797703316000783134651117816080422928953800615033573027897256597791665324250773106525340240669919548780452537262897982894884161610491194078360579194672957570269443660308972474169785258983221517034982710989569442831842287557500463218897842561268571224228742744138095630688153472776469977848165537847312263508314413463192036546008878386021149071009612364513721019903401190987981950577734979899165576467974632027258540586372618428404151673117994541137305930566653112768458424105053542023649266497113842882266682999597647235417336930347251723759155362233818465304314282783944480217137750323072006351352182417500998187490238348415435622533743803819180887441821804857640694862764378984434751623582627002471587525633715907820389646016163287293460061664108428120312698071585177574830614720687349217303314944979648324347263413133035372225773186631734027626,2024-06-12T11:22:02.331Z
