donation_id,campaign_id,donor_id,amount,encrypted_amount,created_at
10,1,aef9f51f-6292-4bae-87db-c1962c2a616a,331000,24698129616002868027810980861880420015181533838025791874068149960004047943898948533172790179202344904240760954498184884330325048951034733661545821908605762840390327758344559322277069921920959352562044585750339943622728383802730514449209764290210117635782872735412481494126025754798913330235331690949460496074381168211023234159259471743958464575691141448393287602852564735425726786359625313943191180840841399637503149505504220135903267861985099223221540744154508939535887597868802883373053287555555808104464720356530359015238846121433805964791122885559115322072910524888766476925127466537796374647735056524893378193977108111680966381249994714987440738567278561546729468351332173402873136402962545893789654500383120830263676057250050840011878649950003539040238416838742351457346354510392116057890253576383483910337979283229055719799190659646752845919841961094755670845032541770051341399682403306815761876015247264836896078036761446141754479558268899141203650895170016408343090189460385125859047289446732355070677811689715933154619115084104850049810449271740953178420910119506330543113170609722328455160195627246278986903872134748443679135837741558449199907794315919114207941398887123316212565185698077918802419152986877395889223434672,2024-06-12T11:12:12.126Z
11,1,aef9f51f-6292-4bae-87db-c1962c2a616a,365000,152270691057430292661985809167093485248705181257902830199181828091056724475524381344328211303232621226628009673394867421146851026710283455588019397647318070029797319139577943173921757137111895979476894214156033731116907492784706095609573818252619958052320526433624668564132535050183660088901279431570545788101770555170226657049994976076906865686108482659008150047390754665487778524846701431769602049728047629656655806649129167448505955086064973233889438228106767663406083821178325972730984357876937526747370542356027178322558393175294429065257015618934638906229838632933891266067364715273237508272567652482640852088519128119095543915216305456178044494914672842647427278781732125473893069717040971001322462574919632786222696586439074738740325819897237372942908668247597624757133207689863508749973731646607961710016042566016261284323044144579681879155120042031697876402167748777175909621694768923573380439346382643104972582212813853614607715956586014876453493438785971073831994303313519795887712018533328704129463859412518723639955191606717497344226383245045269175585239527273656756392243593575028276991431957465556050797642549664241067937141567722636929152180876198221305248573862821377723850931161861563102988574245434755502046661500,2024-06-12T11:12:12.160Z
12,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1630000,39178047647506927158118475964680402838973406804836882754906406960216586277071664182353236373080634580366805262226370274100101273182934090601487504160487762832816479678870641070866171397842454648684916046272694087075718126876668887347306606130288335520910871282090708208096506193929077372587494986079649170012975920426557683439407853226116998963821730935837537202014042428771998347420237812785691318811710633226236692211353873171106844125414188511677463803559241227617708630729847325904682812602504545993317963093719798626338616898321405570870261486028678753667083540662167800729098486431932031747361558732167140352131434017633051042928497908547641404583651694128560987735022993789436248054143349677628643176893597209465723763947154763975100635336612632946823697115688193391213503987632687153812587079099451087739946037573199556026119539680490384678328611552527457622909144816427484195781479252946343097009301099894789896862868968442629185070925568285110045031096482998155517331978721067761575319987350650992146155134338647523156710520582612587316468215989019578633701327986142530756047179743215147413022698098088977836111065804582594688490644979598155912355927878385467083503533014006713314137148132176275150788512312063918558871232,2024-06-12T11:12:12.194Z
13,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1038000,155014005044840478423032106952751333689291346221091788279913763975911147532607867498638601249948049999321882940610909103961882690256662710335829278810809513197041431926880164839524514082570912686635845571369167601464568529808011227036562463026986035820561776499671660999064475616514235000389816783258768892939768114316182433182786823512521171225165787165682740963320397010765954036842309778507378447347393578352887389271929573012219773640585734604602429294089443815388919932919662889910680356024112748047053339020056537398071285276517930947938112511022404633914153229721141151498316605425732882113000101228134244160121505156501342107345548934620302515306782559278988124215115724880846672996730164557443611194404344248878820389644846679506128266727502893053385311651532387038378307556568119827210875859811596445876857112387469844526204700957662948437016957182068321216059371795652490301960598250534370986598405889592983223409282884022454723283223879701234968261630266338546646053727213053357671002828787723439372239012073419670232689160493776574745456016584660818816899962033439218172071468888536765444989736742277421905096366630942668095223955935304014139683588666758937830779346305228578755821894361042985460780083898661990570006271,2024-06-12T11:12:12.229Z
14,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1897000,245196817330837967979046640311881826089143103175374142992240219504921106031098302157703433365529709810875059040061344987018988175057404148863229293387565153041810401793715020820860169995914090549491464516769052600106475968424747311116286653627604063921606689234457776700030772538557804482664447167188435026262313173273739843551537031862016437554721828776419155789091380622577906246834554231707087733512184446459023504330336678714649275770374544612942967474858775979292600495372678379260274059465513038728606999821391726498390026240443070468288124298938900214291182669441259770601033347370239405082674005407988148667081259092435423752573845102011693648777354455147067034711411554421761599382453525920940063732024603102963859240353576166999154795397867925293746795172360769566502406411915791163920475607132410121055245872097256356185724559794206974237449550929354856766994366237156539154296469904890698664123790900604284623607605671149989453615314040189942331319918303526949523375437101672463697253650968836113308921756888454178354440471824221308498452101689058192896814352151037579269306946308740074150044992007892106095619201177875718794690214084825619482276657769624303720110177395472025516348104225989788219650196077693153618585241,2024-06-12T11:12:12.262Z
15,1,aef9f51f-6292-4bae-87db-c1962c2a616a,154000,68260928971179491854357522099567344925446012036925883885390089789208456262750639093248449640396510093928198772365048070220751385626151005427149683595389630070219025519973129597848538418731940097150617898557118557812902298566056853309240354720456238902727613506306690421982935193229386217107438872105638067020425550657045471326294131785621830501532320150949999702702831462679974721488866510835740496611102998591612047559336901506677845431957811282182499818374457612178169206835777242890687915253741006358577515757218663545392218001958470662127960472361249842211054963184879686715976870211625750287996041035581885597628376879129706799000405446574813913069987211392379918222176581224209782665866214369422360354266177854054900489006629856344190410440279633796424669085553878433187958304864542198313131864723590485172269228961947069015544575923261844695517989200525022677528123287598206988026563923844519567026567964008711876070131466404522581773585489416847737104889265807450526601770492858401226047854222595689536544188007707632410797674463548722922815660912205466683729087551783892228082031733090410541139113148725316175814541372409501906355659225704733738908462942059552093633389557699144625358233463932823899891173059144094824302509,2024-06-12T11:12:12.295Z
16,1,aef9f51f-6292-4bae-87db-c1962c2a616a,734000,304532074122258658793959328678259531423060408947123898585351188026723730733818443959050689073531214158010817671145071508696974287006348073908673869321713008721419464358918800483302307784749887307850651310780415613831403974967691575108129562519297945493928486017420901007174823639366953889494915135289791803487688772774157555146188059753871098042262530423309248088240562717319222606717518458190012281583636984771205601656674701437295776569083122321129592243798910843254181728501894186162402547513799911622635204631370484653325393457452881957493729108633089440926498735378553032630362671667395612381917594342330818601266918628135569718159518990444033019243846136624840283058638604460773041812442110156098017929654745864149736551251339691508310504435965103670087957876596908939138081637196879516919788749015782681831811415437716351979191096076996755816520074511983201173958297488032667912075581247005107689599598092326995765813847360108065739762930272308755244581391639100343426741614480231613481083081569128679211215908368809627400675112966342481502739068812361040870835744020892974965669962322306394789115272445283539482976575255284337978254604250583704442141622241177216269368124575934470391049995053487103503042545345062693219840600,2024-06-12T11:12:12.329Z
17,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1241000,192217330957285518841382842248648594890421824176791297573391286985974298577561390923798013421811608481477829668219589499936777256606169218067870807957959191098305075858262045050215938114887799816372604792870613017946463455878549721120984259671617046840348739873735611153875641125795572923415328131892565105130028108058678071322730552343520757697935543002814855466525032013902185794743495922469947111591639175227281293282393952350941947760665373063933017718199378011831321791757756466003931303464882008537327768600169186913561488392075169890595304777109106645059251487906227172697917791780271379061507431894537346623369665274487650280020457240725631431225994908075437781362153190380640966933809333772325623518782576261136582939813942577890305767198618431013501458267923948773664228514464644221097360362240028598328962134953952112899572754619958242663411011633031546619564180312912713697400195165115767684370639122531985349596670403577096067897781977458221578452798749080245792648716927282726188040036791764369060775277010538559628204055055628820048587964113981858101951436902632645613890440408776550032587184029097594198285105387467160740926548041236822716675405418273890270097691048109466741301718280573252920015581446705922810494274,2024-06-12T11:12:12.362Z
18,1,aef9f51f-6292-4bae-87db-c1962c2a616a,276000,23932870700316966246616261814102795076939273982308562415605350645163325397285898340512277927797307665538566182810947344624441545999671806140597182736923732042827127610190962738162747789412102790912520050692037019865506770878390487112655887063157177174866013196327534216179290871263714827031988189919074780348950990254629422659245565825711644584731460169319739355645085078740180930361451771199215666592529241072085511824028847571063740941370337865565493598491636475596460088069417574065859508723183467133317446311263340416609538126509515072333016844490704794760147284512025646549461460448918066482266283995931465788068259780190348762454545798141337794503128772835198116410330001287278946047324095970444393102963306076588025145771667952100129292476054476735374742994898114345156743314712326442225987536138907572832777421777128882354233544632755702193977528982283662180838034708830687650905353479579313904051300933195048575558178936302007333128984157429364851743504039093717552567911735773217587150219910425634348231082330031395044152352612688296218648245717306465325869910726828590318146531861108101555331479031417735266815665412616180900591798151839644696357889308749742595456853908006045327442913623776682169724138605904412688569858,2024-06-12T11:12:12.395Z
19,1,aef9f51f-6292-4bae-87db-c1962c2a616a,586000,197703556465444502733167134356660030510439645654330518081275161812991043739032073343886559094014851628887578903814080169396075010685940895202954889324694999657326005810923935046298865695136395847103681232889099325772402300079850144284699769425337647217660715265476288944867786465170088368782090552409390830516861491284814057285615929349843759468320059005739191854909091797340520649546449399807027883672422628535034585618679675723383561510313903369176880105119324057461136077172621626240330712068052934719963887960330972326392287534119944638399342543263549940596345048176301763642623988852823963207814038819650122126699038086454023797727952956070916159339839628195496999929421239672008399484961215729544625110691283658797993663097857792931979288610496661846406804470824575074101813114403677794584356164216162711239782160767503612542113472902905598714304072953988277127459418010176309511587203529964885251388210128187093004054902289546321049830012343155533612177630793015947744757473159305715537581584355766964771918370053675645953428057983809166297570685148125194782030346747544836178657394179100967792590512918429869541433915850146516491304259793062628617724847420182589795991729757131183152067025093520666430779700912815177199349959,2024-06-12T11:12:12.428Z
20,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1574000,307925889658601393088744700520103649219263777979051050185701061135477430799801902162660069471591608001541004806909227686252850238756298281002130892639632826639650276005788252983023029362474926415309090904293436896973898776138307461146868335206416462155684480152919529486207428676107458767759667661951291913954380194802533347080991951029354806745922028072166762934229146184108300505840224966676219799843508293055345935837526611963672891924384316394295265496702234678422506843479053309749915698066842711630877903620450686689378005471244614477891218137947720257863048911042605224469593335189717909428875152656616720334398207609703763923882133064213929851323701093232842167168085268792246920162187055275211297112674054460028284205024851226589081037353661271317640559557281137251963559214039457526052328569260949660647040291640285060336582511848991874009458219372672667339537708366082220780634204646514146984761925388121802638601713939707669598734264087349828909228070762150278796135362939831594401356947704614308512335829464193425183461945962071924018150799697818366185565990321469425079313445680932034120825060079629693024782504035595911915614205942498759572633934919272571325027565858986194362761651334395111802866316717846617671151759,2024-06-12T11:12:12.461Z
21,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1969000,62575584921381195560388500498047033378515039507327228913635144841522992641467683247049676426907875332902353166798027751882973309922633449472060043222965986705635753065564584049148804350974274460460105306305555503203097313541992183286084882999652077958015999472150435346321098221511408654748163605978393027487604213057033893519237069463633906072635028592946331037915420865265324570179494766856986545993890234471839449146284761176590443201284510743971397908402580205116962521588582901490284618246822744542925460848799754370169098514806126524519312892227119662578952118447781978241496579433906677097423300793597497145717214483309550343292385099346265390935997220002885593359024865861802763378931089623860254355043828620886651338365195165577815487427710266239228247472404385258142129470335253403703449771466062420247336468081667110403553924932457589895355636291923500246205331376171996752767093329587307846146245442895762671293911449480038560584739410585383313113211824827918159661153577360934512189330610237509900186132518480265151293409624560157141371097773114890339683065474017779513067361023377400828627822988563614413054924585217022672380727096053155399448960498896466263386261062146998512758465898846133697769115184657525161406950,2024-06-12T11:12:12.495Z
22,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1565000,268860830774832685426451673656969904609900922967087212718585299877388509741591888679658047680053793278837156223499375100536302354639063125427373152102151681234066281200261197336624542444949732838861998512490300851418749782141847825485590034446133426398196846859567811654761854470333590325638113134688406869304562895641827373611189878783846183015501108514233223680339435015199560410099307055004289246966088478721774357615568099388188626797677868282978583231146859490983045150719359018874733269036410856404930409578861380142219235677737861810642388725710799972022861581223641663382323005258181485392104520704729382505710259073656066062898805707575720656320731794698426500367396427006484110796915806855143083312447320797402597958107727631901212347282619630514747957469977593239468285552277602991668973064542254385281762156336639432519148839886164452414554389589070287614188827878752856988920536666617685633036953927936237892650628561672785966006541503997804470963036138603806130111373147657882023681357472599365761415253327285452478767656316366136233060848086212734460404154905014424925294346913798555445337404674905091638627932639965742899721378042188027299172540222705031435887199982522472600372172820566619255124388330126241459311938,2024-06-12T11:12:12.528Z
23,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1016000,262765668715711896945578160380672867054854358322711316201875373306166567306250816836466180030398720246437220316613673436171637281497423056773297839454323658414341296486421984276237675830579064865009431092633605382073676642447741554233487196810237615542522146814773653379975620846585938977359635375055740729130984563219159263111222201306264304046793870199859647286252794877104100908445171330716705099637329121740243465769049756952550515064002288281910846535542447110942351554276615935575568638061601149362599330930360078302882338824203324374320068584078380928578209880954154829395546046724984606801522936667439700752230608169593378315210950349640502775805947088991181852863109662915075437324804627764367769689120349626034756942049715011560660755549522727125019106495929159118548276555325359297915178061139460749755863901423844445803207321246257396193882142327829052117192964504786826702991550503422339096174395461422759127909600346178228107223795013391108810952470420237412508023966509156604227350673565090606617329305586478631211302325906798429587912845571776654631216522589369516899568171705425458705850017708584704416614945954163539941228165583031212812032601250355862931979841277756691502388277254585017613380874871718208869487007,2024-06-12T11:12:12.562Z
24,1,aef9f51f-6292-4bae-87db-c1962c2a616a,22000,82477195983013683138711102961996944380793011869353092057359887480836905168815854980205200163061865885366231347491071250358448661796186016164989928112458275579384152051865814956172907982546215271938831834748419248304419181478351964083245958953211815318735610146181724222135351366900533087550847483194400026437433749398521855242381530614639009652098346676573983176886781635075610898706468005838020729305259962306101182957803383800391739771118380316979196387938134508882860845005262675384508755569755310631876926117980798909942572224970435435235609597986804450897629630302626551904332755824710875561679578839386801301165331846387839195666806226210869100557755479898544667673347537705751539616312501481677076092748548923204138107194822581830477769787129135629920822995875640295703059588277066784569645701532254992803672636739730893238029625870345807715914745255398240622461083688630036433031295265130467593418520993551123046211379850923886078109613903294415608786296863814914792200496947973000837377057556473544953958797006261699509992509224307241136602535121580954634663965455706904156395395621954689262313857047392942871505917366889784930507618393257884750193751673214562912839068853191107750883668996844897002376995427266772698588764,2024-06-12T11:12:12.596Z
25,1,aef9f51f-6292-4bae-87db-c1962c2a616a,125000,18949972702486185224150425915017118666735464195204984062965015211242203916519325474123441528528741877817319042396285630413944386588085607915663203917828027612499809792655947841588910217822340251640244680432930930933270808738727865531125128320444604610614867989431268905693069809688290524198270866581410825555943165004681044362826564891525347474772679838740481577560500906968378898217327476001799101120253846667445166745122173171700373682427230185953367110732059623635514847123432914999965425925312293265814525031112832062215783379219848321805071012750137857934691440474728832512647883410736136774778845528941836176934003774391587235623611387710494445750538763082497088946308822489180360145574368459203618700216331290505879540670421802467202201884923374738182426316536500974252508485707414818943714597746159753285278058849672124553215587698261174921527567853970817772687018185419146115969663561036849256033884999301324379984231672438403078564191715136926725532632846625115698987437539914128504697505249862542604052155716596777109709711958372720276480873315857603425659626494776485941277365766055300819895751573320878162486431133169814320483018874678387778060799293471952162563991065317173452222534469605266954198804305451338410289396,2024-06-12T11:12:12.630Z
26,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1341000,215078130538930062980268793785694595448390953188253111306499434816651585337337149554299482702997619276273759472097827216697008303371535798308483939103993574575629379174443627506125524488030099601643593817962549247624835298876702838609571438428056119125288125009288203108859375432542270828360426948307638562832518268501888920270753829794891566464407355736319389035619808029110501372750510098468064156415928265505167298547933707777399586698691365085181898695999782724020512347289442754955081160884866680674883394618753196200570400177532126876532976134499272506169716892616112642855913338253999489633622210745160251552745217109797929095930702367894282475689808271058834790853840511733284250194608815125095212070374243772384503296324651813523434146404089015727791596414079431390374663652644439379319970885798638527463357839945346552078714171127640990475005409810141969509584351899303770560647406462291722980939179653675094526869178725905698895056283609606542462532311973346699457123919262607690783097340388310892299090433201425761721774090846636354952163067047483947952047661604326445689859231740338179960635564909537905625036892324685852256606101818944713938805591572848541276977728454501811786722055911958593316189669616964277084017527,2024-06-12T11:12:12.664Z
27,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1674000,38818650427341527066772656228681094141866833141843461665228660521004155288181551386763438250113100350511665188151286103827316060909962342829128655389780170012014788507332919662940197417994175899968549133600651809789747912587049017365959712293953290790062223190251035961342669994257154446820597828447077111737244287601343407339704833866046625101775556335107873485260428590914242370945823050668904477277223296389166187351951484760121701188175419109197297657791676205747670148651002956790810607824917881933571568940522594449329653531705062077754323001937972159324714555620567866374083681170445806323289556628454336418279369198883397865133911329459296790686179429126339889433236330626118659336244702643356789401043036937946072260077151920216377914178937028253125102884268455504276301767987385582218594354905129374865771832402200656969002589523227370362263723021220671395439829471904668207815141507098217531958787594871585059723781215283169569124174465636582395733795475872847918377562219496823127098420868561689856856160029401272973900523388188613509340766123301671138122604026377280262097415577736245066988917712998885544993820353018962279346369417381408643243335020102035485341467101959375574472107578322347505003040337646312019696133,2024-06-12T11:12:12.697Z
28,1,aef9f51f-6292-4bae-87db-c1962c2a616a,656000,125347122837370949439520570194297395681595051611690333452334411901475749695398070572344531994968397140279600405262483138161889440997015781105598648058089110437299461359528760755469977629953186793719464613237544031737515779332354964996108481566116919899533277813036512656810569503632981275506126010954077017058101085083915479153900522791274284308060156014436118051000920546860109822061057022517566422721756428601705292369137589301457860644471267360493443431870391073329947707530743337684829471623162327635429341633058415722212584886047039668856158421304650587915363874714045707467379007971742481244646445121403856603737412934567553624406279034915027080324478779775485642850573273518701199941820081663011270147363885329574631641577442703327767396872655396760992097329103597032121124583630448414952014653236442786367212005163807904327242361049561426664885259063315402780368996586309076330885599367092463633917635415184449065735127836278629922872319828164304060555045236260479649504316106878568476125331308363128772877576514159102767192162671644908999812105723794240157398433329034147825980745020982799082019800406608930082935707573922039244239138357610621523051474888201741846352522825037010718944597635566124042792863384765280525651749,2024-06-12T11:12:12.731Z
29,1,aef9f51f-6292-4bae-87db-c1962c2a616a,46000,125073537443523179934237825667331161000560836273944305161380548626217874401581567465371319683968246367079577327977768811192742707715737015854988124948973660200667867191783381910422220675156542504117103095075071523004372361708115626928140320582559380588980656866729224084474210390480845759102649906224357165507024469199072244112787261527324934763729338124716416548934583063523988916268303962803648827253023989820863283906955617046019642770104495014109610273846616114532441483219158737141469224059044630953141177771092723973038247715519687869053120497963799712331459938194755238627775296747311836315321892799001788576978896638512008702627962307991763788281658620537571659337625233324190415209681972579426199317969869586384525663841800256089143323506995916939978345173995754299639608210984006990283533658668065756442205954020302372414014756588132878083148158396184704566530727117893433168158340653733758651939520619679237595601737670578871944815700322564610901842641911173765078362834648591284490813660915829749657524804841564407163373860335207049466283177270487674943559841581707183541661134193129715281189727734874578060276691065210321444958168774676259316135814357398221812387942383929332623009385619259152417773114307523082145016673,2024-06-12T11:12:12.765Z
